timestamp,machine_id,scenario,ax,ay,az,vibration_rms,pressure_hpa,temperature_c,motor_rpm,label,fault_code,severity
2026-06-23 23:07:14.000,MACHINE_001,normal,-0.02106,0.00493,0.90047,0.52003,1013.5,27.02,1481.52,0,NORMAL,LOW
2026-06-23 23:07:14.100,MACHINE_001,normal,0.06483,-0.0619,0.97367,0.56453,1014.67,27.75,1465.42,0,NORMAL,LOW
2026-06-23 23:07:14.200,MACHINE_001,normal,-0.00047,0.01131,1.01814,0.58786,1014.0,28.3,1452.2,0,NORMAL,LOW
2026-06-23 23:07:14.300,MACHINE_001,normal,-0.03702,-0.00517,0.96071,0.55508,1011.93,27.47,1438.99,0,NORMAL,LOW
2026-06-23 23:07:14.400,MACHINE_001,normal,0.02879,-0.01631,1.00236,0.57903,1014.36,27.14,1436.78,0,NORMAL,LOW
2026-06-23 23:07:14.500,MACHINE_001,normal,-0.04273,-0.05581,1.01787,0.58907,1012.29,28.04,1423.11,0,NORMAL,LOW
2026-06-23 23:07:14.600,MACHINE_001,normal,0.00731,0.01798,0.9863,0.56955,1013.58,28.52,1439.21,0,NORMAL,LOW
2026-06-23 23:07:14.700,MACHINE_001,normal,-0.06859,-0.01864,1.00682,0.58273,1012.79,26.98,1397.0,0,NORMAL,LOW
2026-06-23 23:07:14.800,MACHINE_001,normal,-0.04649,-0.04095,0.96149,0.55627,1012.92,28.49,1431.6,0,NORMAL,LOW
2026-06-23 23:07:14.900,MACHINE_001,normal,0.00689,-0.10053,0.99174,0.57553,1014.4,28.49,1442.23,0,NORMAL,LOW
2026-06-23 23:07:15.000,MACHINE_001,normal,0.02585,-0.00096,1.02441,0.59163,1011.69,28.57,1465.25,0,NORMAL,LOW
2026-06-23 23:07:15.100,MACHINE_001,normal,0.006,0.06203,1.00628,0.58209,1016.17,28.73,1449.0,0,NORMAL,LOW
2026-06-23 23:07:15.200,MACHINE_001,normal,-0.00405,0.05814,0.97654,0.56481,1010.52,29.32,1469.87,0,NORMAL,LOW
2026-06-23 23:07:15.300,MACHINE_001,normal,-0.01054,-0.016,1.00897,0.58263,1012.35,27.79,1483.73,0,NORMAL,LOW
2026-06-23 23:07:15.400,MACHINE_001,normal,-0.05175,-0.02108,1.02858,0.59473,1013.81,28.07,1476.45,0,NORMAL,LOW
2026-06-23 23:07:15.500,MACHINE_001,normal,-0.02519,0.01641,0.918,0.53029,1014.13,27.75,1461.76,0,NORMAL,LOW
2026-06-23 23:07:15.600,MACHINE_001,normal,-0.01612,-0.03494,1.04636,0.60453,1013.1,28.0,1450.3,0,NORMAL,LOW
2026-06-23 23:07:15.700,MACHINE_001,normal,0.037,0.01056,0.98655,0.57002,1013.16,28.92,1425.48,0,NORMAL,LOW
2026-06-23 23:07:15.800,MACHINE_001,normal,0.01203,0.02681,1.01702,0.58742,1013.87,27.19,1468.5,0,NORMAL,LOW
2026-06-23 23:07:15.900,MACHINE_001,normal,-0.06171,0.04294,1.04789,0.60655,1012.9,27.48,1491.99,0,NORMAL,LOW
2026-06-23 23:07:16.000,MACHINE_001,normal,0.01134,-0.00351,0.94513,0.54572,1015.34,28.83,1458.55,0,NORMAL,LOW
2026-06-23 23:07:16.100,MACHINE_001,normal,-0.01348,-0.00713,0.97162,0.56104,1014.51,28.61,1497.93,0,NORMAL,LOW
2026-06-23 23:07:16.200,MACHINE_001,normal,-0.02369,-0.03073,0.98846,0.57113,1014.56,27.78,1411.86,0,NORMAL,LOW
2026-06-23 23:07:16.300,MACHINE_001,normal,0.02141,-0.02894,0.96865,0.55964,1011.8,28.51,1421.15,0,NORMAL,LOW
2026-06-23 23:07:16.400,MACHINE_001,normal,0.03608,-0.00793,1.0694,0.61779,1013.13,28.2,1471.38,0,NORMAL,LOW
2026-06-23 23:07:16.500,MACHINE_001,normal,0.03259,0.01286,0.96573,0.55793,1012.8,28.9,1456.61,0,NORMAL,LOW
2026-06-23 23:07:16.600,MACHINE_001,normal,-0.02937,0.03198,0.97778,0.56508,1011.74,28.04,1482.84,0,NORMAL,LOW
2026-06-23 23:07:16.700,MACHINE_001,normal,-0.01082,-0.02811,1.00818,0.58233,1013.79,28.62,1449.61,0,NORMAL,LOW
2026-06-23 23:07:16.800,MACHINE_001,normal,0.01159,0.05224,0.95191,0.55046,1012.44,29.59,1428.3,0,NORMAL,LOW
2026-06-23 23:07:16.900,MACHINE_001,normal,0.03414,-0.00949,0.98417,0.56858,1014.23,28.36,1444.66,0,NORMAL,LOW
2026-06-23 23:07:17.000,MACHINE_001,normal,-0.01677,-0.00075,1.0127,0.58476,1011.64,28.03,1411.68,0,NORMAL,LOW
2026-06-23 23:07:17.100,MACHINE_001,normal,-0.0065,-0.02615,0.98669,0.56988,1015.83,28.43,1421.79,0,NORMAL,LOW
2026-06-23 23:07:17.200,MACHINE_001,normal,-0.03872,-0.08485,0.99626,0.57771,1011.91,27.78,1474.31,0,NORMAL,LOW
2026-06-23 23:07:17.300,MACHINE_001,normal,-0.04187,0.03094,0.97883,0.56592,1013.58,29.43,1471.82,0,NORMAL,LOW
2026-06-23 23:07:17.400,MACHINE_001,normal,0.02844,0.02579,0.93942,0.54283,1014.44,28.11,1459.08,0,NORMAL,LOW
2026-06-23 23:07:17.500,MACHINE_001,normal,0.04747,-0.00985,1.01286,0.58545,1012.39,27.84,1406.97,0,NORMAL,LOW
2026-06-23 23:07:17.600,MACHINE_001,normal,-0.00252,0.00234,1.0702,0.61788,1014.53,27.5,1441.04,0,NORMAL,LOW
2026-06-23 23:07:17.700,MACHINE_001,normal,0.03512,0.01806,1.00074,0.57822,1011.41,28.66,1419.38,0,NORMAL,LOW
2026-06-23 23:07:17.800,MACHINE_001,normal,0.01266,-0.05469,1.00901,0.58345,1015.43,28.52,1479.41,0,NORMAL,LOW
2026-06-23 23:07:17.900,MACHINE_001,normal,-0.02258,-0.01852,1.02771,0.59359,1013.27,27.7,1435.41,0,NORMAL,LOW
2026-06-23 23:07:18.000,MACHINE_001,normal,0.01265,0.0278,0.94923,0.54832,1012.36,28.35,1422.86,0,NORMAL,LOW
2026-06-23 23:07:18.100,MACHINE_001,normal,0.05383,-0.0439,1.0681,0.61797,1012.8,27.09,1450.74,0,NORMAL,LOW
2026-06-23 23:07:18.200,MACHINE_001,normal,-0.00125,0.01027,1.00809,0.58205,1014.46,28.11,1434.0,0,NORMAL,LOW
2026-06-23 23:07:18.300,MACHINE_001,normal,0.05476,-0.04748,1.06527,0.61646,1012.37,28.27,1487.09,0,NORMAL,LOW
2026-06-23 23:07:18.400,MACHINE_001,normal,-0.09169,0.01633,0.97068,0.563,1012.13,29.02,1431.63,0,NORMAL,LOW
2026-06-23 23:07:18.500,MACHINE_001,normal,0.02877,-0.00125,1.07272,0.61956,1012.92,27.54,1415.02,0,NORMAL,LOW
2026-06-23 23:07:18.600,MACHINE_001,normal,0.00305,-0.05653,1.03101,0.59615,1011.48,27.23,1396.18,0,NORMAL,LOW
2026-06-23 23:07:18.700,MACHINE_001,normal,-0.01047,0.04077,1.02212,0.59062,1015.98,27.46,1449.23,0,NORMAL,LOW
2026-06-23 23:07:18.800,MACHINE_001,normal,0.00321,-0.02571,1.00936,0.58295,1012.4,27.2,1435.95,0,NORMAL,LOW
2026-06-23 23:07:18.900,MACHINE_001,normal,-0.06956,-0.02836,0.99006,0.57325,1014.5,28.8,1414.28,0,NORMAL,LOW
2026-06-23 23:07:19.000,MACHINE_001,normal,-0.00769,0.00702,1.04802,0.60511,1013.56,28.93,1479.73,0,NORMAL,LOW
2026-06-23 23:07:19.100,MACHINE_001,normal,0.0125,0.0402,1.00561,0.5811,1011.77,28.19,1466.68,0,NORMAL,LOW
2026-06-23 23:07:19.200,MACHINE_001,normal,0.05173,-0.03555,0.92132,0.53316,1013.24,28.73,1449.29,0,NORMAL,LOW
2026-06-23 23:07:19.300,MACHINE_001,normal,-0.01814,0.00216,0.95531,0.55165,1014.43,28.08,1484.11,0,NORMAL,LOW
2026-06-23 23:07:19.400,MACHINE_001,normal,-0.0283,0.01501,0.99257,0.57336,1012.97,27.94,1466.56,0,NORMAL,LOW
2026-06-23 23:07:19.500,MACHINE_001,normal,-0.01756,0.02426,1.0124,0.58477,1015.04,27.8,1429.43,0,NORMAL,LOW
2026-06-23 23:07:19.600,MACHINE_001,normal,0.03204,0.00618,0.99774,0.57635,1014.78,27.81,1424.02,0,NORMAL,LOW
2026-06-23 23:07:19.700,MACHINE_001,normal,0.01151,-0.01285,1.04876,0.60558,1014.63,27.07,1470.45,0,NORMAL,LOW
2026-06-23 23:07:19.800,MACHINE_001,normal,-0.01854,-0.02897,0.92196,0.53266,1012.56,28.16,1459.91,0,NORMAL,LOW
2026-06-23 23:07:19.900,MACHINE_001,normal,0.01796,0.00302,1.00574,0.58076,1011.63,27.98,1454.24,0,NORMAL,LOW
2026-06-23 23:07:20.000,MACHINE_001,normal,0.0034,-0.03752,0.92728,0.53581,1012.33,28.45,1428.84,0,NORMAL,LOW
2026-06-23 23:07:20.100,MACHINE_001,normal,0.0339,-0.10225,1.03039,0.59814,1013.54,28.06,1465.2,0,NORMAL,LOW
2026-06-23 23:07:20.200,MACHINE_001,normal,-0.02457,0.01528,0.99622,0.57541,1014.07,27.9,1431.11,0,NORMAL,LOW
2026-06-23 23:07:20.300,MACHINE_001,normal,-0.01147,0.03164,1.01678,0.58736,1009.99,27.48,1447.45,0,NORMAL,LOW
2026-06-23 23:07:20.400,MACHINE_001,normal,-0.01372,-0.0827,0.96544,0.5595,1013.24,28.04,1486.17,0,NORMAL,LOW
2026-06-23 23:07:20.500,MACHINE_001,normal,-0.05122,-0.03534,1.05118,0.60796,1013.49,28.44,1433.48,0,NORMAL,LOW
2026-06-23 23:07:20.600,MACHINE_001,normal,0.01036,0.02167,1.04167,0.60157,1012.83,27.31,1410.68,0,NORMAL,LOW
2026-06-23 23:07:20.700,MACHINE_001,normal,0.00914,0.07201,1.02334,0.59231,1015.19,28.05,1423.69,0,NORMAL,LOW
2026-06-23 23:07:20.800,MACHINE_001,normal,0.00018,0.00073,0.99482,0.57436,1013.88,28.14,1474.86,0,NORMAL,LOW
2026-06-23 23:07:20.900,MACHINE_001,normal,-0.00821,-0.02548,1.02319,0.59094,1015.22,27.57,1456.37,0,NORMAL,LOW
2026-06-23 23:07:21.000,MACHINE_001,normal,-0.04954,-0.0064,0.97172,0.56177,1012.93,27.65,1446.78,0,NORMAL,LOW
2026-06-23 23:07:21.100,MACHINE_001,normal,-0.01472,0.04812,1.03422,0.59781,1014.66,28.14,1437.27,0,NORMAL,LOW
2026-06-23 23:07:21.200,MACHINE_001,normal,-0.012,-0.02261,1.06598,0.61562,1015.7,27.32,1462.13,0,NORMAL,LOW
2026-06-23 23:07:21.300,MACHINE_001,normal,-0.02808,-0.02797,1.04282,0.60251,1015.22,28.21,1428.77,0,NORMAL,LOW
2026-06-23 23:07:21.400,MACHINE_001,normal,-0.00564,-0.0169,0.97082,0.5606,1011.61,27.46,1457.64,0,NORMAL,LOW
2026-06-23 23:07:21.500,MACHINE_001,normal,0.01414,-0.03337,1.01446,0.58607,1012.87,28.64,1431.72,0,NORMAL,LOW
2026-06-23 23:07:21.600,MACHINE_001,normal,0.06602,0.00429,0.94827,0.54882,1012.73,29.4,1427.56,0,NORMAL,LOW
2026-06-23 23:07:21.700,MACHINE_001,normal,0.00611,0.05686,1.0229,0.59149,1013.98,27.48,1434.06,0,NORMAL,LOW
2026-06-23 23:07:21.800,MACHINE_001,normal,0.00901,0.01131,1.01802,0.58782,1014.28,28.32,1440.61,0,NORMAL,LOW
2026-06-23 23:07:21.900,MACHINE_001,normal,-0.00261,-0.00883,0.92521,0.5342,1011.99,27.56,1448.78,0,NORMAL,LOW
2026-06-23 23:07:22.000,MACHINE_001,normal,-0.06716,-0.01021,0.95353,0.55192,1013.35,28.62,1455.89,0,NORMAL,LOW
2026-06-23 23:07:22.100,MACHINE_001,normal,-0.00093,-0.05471,0.98867,0.57169,1010.22,27.24,1357.79,0,NORMAL,LOW
2026-06-23 23:07:22.200,MACHINE_001,normal,0.00211,0.03091,0.98797,0.57068,1015.41,28.29,1429.81,0,NORMAL,LOW
2026-06-23 23:07:22.300,MACHINE_001,normal,0.08621,-0.00272,0.95162,0.55167,1012.48,27.48,1440.21,0,NORMAL,LOW
2026-06-23 23:07:22.400,MACHINE_001,normal,-0.00673,-0.00632,1.01556,0.58636,1013.33,27.88,1487.63,0,NORMAL,LOW
2026-06-23 23:07:22.500,MACHINE_001,normal,0.01055,0.11176,1.01006,0.58675,1012.79,27.38,1423.0,0,NORMAL,LOW
2026-06-23 23:07:22.600,MACHINE_001,normal,-0.00121,0.01046,0.99223,0.5729,1014.97,28.49,1454.07,0,NORMAL,LOW
2026-06-23 23:07:22.700,MACHINE_001,normal,-0.0409,-0.02631,0.96977,0.5606,1008.99,27.5,1487.38,0,NORMAL,LOW
2026-06-23 23:07:22.800,MACHINE_001,normal,0.04,-0.01492,1.04195,0.60207,1013.23,28.33,1417.18,0,NORMAL,LOW
2026-06-23 23:07:22.900,MACHINE_001,normal,0.02632,0.0402,1.06622,0.6162,1013.09,27.79,1459.85,0,NORMAL,LOW
2026-06-23 23:07:23.000,MACHINE_001,normal,0.02769,0.00396,0.98066,0.56641,1012.57,27.93,1429.94,0,NORMAL,LOW
2026-06-23 23:07:23.100,MACHINE_001,normal,-0.03183,-0.05034,0.97551,0.56426,1015.84,28.09,1437.38,0,NORMAL,LOW
2026-06-23 23:07:23.200,MACHINE_001,normal,0.0491,0.03217,1.01965,0.58967,1011.92,27.54,1429.92,0,NORMAL,LOW
2026-06-23 23:07:23.300,MACHINE_001,normal,-0.04906,-0.02339,0.98568,0.56995,1014.41,28.13,1431.7,0,NORMAL,LOW
2026-06-23 23:07:23.400,MACHINE_001,normal,0.02054,0.06557,0.99442,0.5755,1013.78,28.92,1518.05,0,NORMAL,LOW
2026-06-23 23:07:23.500,MACHINE_001,normal,0.07667,0.0378,1.02959,0.59648,1015.14,27.53,1471.11,0,NORMAL,LOW
2026-06-23 23:07:23.600,MACHINE_001,normal,-0.03467,-0.01566,0.92363,0.53371,1012.25,28.7,1477.54,0,NORMAL,LOW
2026-06-23 23:07:23.700,MACHINE_001,normal,-0.01982,0.04484,1.05273,0.60845,1012.15,28.9,1462.3,0,NORMAL,LOW
2026-06-23 23:07:23.800,MACHINE_001,normal,0.00349,0.00237,1.00291,0.57903,1014.89,27.51,1409.84,0,NORMAL,LOW
2026-06-23 23:07:23.900,MACHINE_001,normal,-0.01762,0.02985,0.98354,0.5682,1013.89,27.13,1459.87,0,NORMAL,LOW
2026-06-23 23:07:24.000,MACHINE_001,normal,-0.05427,0.01697,0.99643,0.57623,1010.93,28.18,1476.82,0,NORMAL,LOW
2026-06-23 23:07:24.100,MACHINE_001,normal,0.0024,-0.02962,0.9985,0.57674,1012.44,27.67,1428.67,0,NORMAL,LOW
2026-06-23 23:07:24.200,MACHINE_001,normal,-0.03718,-0.02252,0.93075,0.53796,1013.83,29.12,1474.13,0,NORMAL,LOW
2026-06-23 23:07:24.300,MACHINE_001,normal,0.01658,0.03605,1.0598,0.6123,1014.51,28.02,1467.61,0,NORMAL,LOW
2026-06-23 23:07:24.400,MACHINE_001,normal,-0.03218,-0.01172,1.00165,0.57864,1012.23,27.52,1496.3,0,NORMAL,LOW
2026-06-23 23:07:24.500,MACHINE_001,normal,0.05425,-0.01413,1.01772,0.58847,1008.88,27.31,1439.56,0,NORMAL,LOW
2026-06-23 23:07:24.600,MACHINE_001,normal,-0.02741,-0.03343,1.03806,0.59984,1014.03,28.65,1422.56,0,NORMAL,LOW
2026-06-23 23:07:24.700,MACHINE_001,normal,-0.01127,0.01483,0.95915,0.55387,1011.42,27.66,1440.96,0,NORMAL,LOW
2026-06-23 23:07:24.800,MACHINE_001,normal,0.02847,0.07219,1.01894,0.58999,1010.22,28.03,1485.89,0,NORMAL,LOW
2026-06-23 23:07:24.900,MACHINE_001,normal,-0.04308,-0.03736,0.98929,0.57212,1009.0,28.57,1404.29,0,NORMAL,LOW
2026-06-23 23:07:25.000,MACHINE_001,normal,0.00796,0.00085,1.03387,0.59692,1014.47,27.71,1398.29,0,NORMAL,LOW
2026-06-23 23:07:25.100,MACHINE_001,normal,0.04575,0.04943,0.91491,0.52965,1013.44,27.97,1452.23,0,NORMAL,LOW
2026-06-23 23:07:25.200,MACHINE_001,normal,-0.05626,-0.00279,0.99604,0.57598,1012.91,27.99,1438.94,0,NORMAL,LOW
2026-06-23 23:07:25.300,MACHINE_001,normal,0.00646,0.01583,0.97589,0.56352,1015.33,28.41,1450.19,0,NORMAL,LOW
2026-06-23 23:07:25.400,MACHINE_001,normal,0.0091,-0.03718,1.01729,0.58775,1014.21,28.35,1473.63,0,NORMAL,LOW
2026-06-23 23:07:25.500,MACHINE_001,normal,0.02736,0.01499,1.0188,0.58848,1015.67,27.87,1436.19,0,NORMAL,LOW
2026-06-23 23:07:25.600,MACHINE_001,normal,-0.04329,-0.00655,0.97169,0.56158,1011.16,28.04,1403.17,0,NORMAL,LOW
2026-06-23 23:07:25.700,MACHINE_001,normal,-0.04622,0.0345,0.97151,0.56189,1013.2,27.78,1501.11,0,NORMAL,LOW
2026-06-23 23:07:25.800,MACHINE_001,normal,0.01827,0.04156,0.99557,0.57539,1010.82,27.11,1425.07,0,NORMAL,LOW
2026-06-23 23:07:25.900,MACHINE_001,normal,0.01039,0.09063,0.96413,0.55913,1012.91,28.15,1423.52,0,NORMAL,LOW
2026-06-23 23:07:26.000,MACHINE_001,normal,0.00877,0.02029,1.03368,0.59693,1012.88,29.14,1477.59,0,NORMAL,LOW
2026-06-23 23:07:26.100,MACHINE_001,normal,0.01213,0.0114,0.98523,0.5689,1014.19,27.47,1440.39,0,NORMAL,LOW
2026-06-23 23:07:26.200,MACHINE_001,normal,-0.0238,0.0068,0.88372,0.51042,1013.32,27.54,1448.42,0,NORMAL,LOW
2026-06-23 23:07:26.300,MACHINE_001,normal,0.00813,-0.01236,0.98501,0.56876,1014.19,27.48,1462.07,0,NORMAL,LOW
2026-06-23 23:07:26.400,MACHINE_001,normal,0.01026,0.01185,0.95846,0.55344,1014.31,28.43,1477.09,0,NORMAL,LOW
2026-06-23 23:07:26.500,MACHINE_001,normal,-0.025,-0.01034,0.93475,0.5399,1016.48,28.27,1441.66,0,NORMAL,LOW
2026-06-23 23:07:26.600,MACHINE_001,normal,0.0653,0.0059,0.9505,0.55008,1012.78,27.9,1488.0,0,NORMAL,LOW
2026-06-23 23:07:26.700,MACHINE_001,normal,0.01658,0.04612,1.00438,0.58057,1011.84,27.45,1396.61,0,NORMAL,LOW
2026-06-23 23:07:26.800,MACHINE_001,normal,-0.0417,-0.03523,1.05315,0.60885,1013.62,28.06,1468.99,0,NORMAL,LOW
2026-06-23 23:07:26.900,MACHINE_001,normal,0.02298,0.0399,1.01253,0.58519,1012.05,27.06,1429.01,0,NORMAL,LOW
2026-06-23 23:07:27.000,MACHINE_001,normal,-0.03411,0.0461,0.97574,0.56432,1015.47,28.09,1484.31,0,NORMAL,LOW
2026-06-23 23:07:27.100,MACHINE_001,normal,0.02755,-0.00413,1.01824,0.5881,1012.83,28.52,1453.55,0,NORMAL,LOW
2026-06-23 23:07:27.200,MACHINE_001,normal,0.04055,-0.07426,0.98164,0.56885,1012.4,27.25,1433.18,0,NORMAL,LOW
2026-06-23 23:07:27.300,MACHINE_001,normal,-0.02872,-0.02127,0.97222,0.56169,1012.54,27.08,1466.57,0,NORMAL,LOW
2026-06-23 23:07:27.400,MACHINE_001,normal,0.03372,0.04539,0.95383,0.55166,1014.33,28.95,1472.33,0,NORMAL,LOW
2026-06-23 23:07:27.500,MACHINE_001,normal,0.01445,-0.0008,0.92993,0.53696,1013.01,27.63,1466.05,0,NORMAL,LOW
2026-06-23 23:07:27.600,MACHINE_001,normal,0.02877,-0.03498,0.9844,0.56895,1012.29,28.68,1424.26,0,NORMAL,LOW
2026-06-23 23:07:27.700,MACHINE_001,normal,0.06639,-0.01767,1.00632,0.58235,1015.75,27.91,1437.9,0,NORMAL,LOW
2026-06-23 23:07:27.800,MACHINE_001,normal,-0.00859,0.02942,0.99614,0.57539,1011.97,27.9,1449.9,0,NORMAL,LOW
2026-06-23 23:07:27.900,MACHINE_001,normal,-0.02638,0.01914,0.98336,0.56806,1013.3,28.26,1448.97,0,NORMAL,LOW
2026-06-23 23:07:28.000,MACHINE_001,normal,-0.03113,-0.00836,0.96217,0.55582,1014.23,27.47,1468.74,0,NORMAL,LOW
2026-06-23 23:07:28.100,MACHINE_001,normal,-0.02855,-0.01284,1.02433,0.59167,1010.8,28.08,1399.63,0,NORMAL,LOW
2026-06-23 23:07:28.200,MACHINE_001,normal,-0.0027,-0.01371,0.94731,0.54699,1013.97,27.77,1458.36,0,NORMAL,LOW
2026-06-23 23:07:28.300,MACHINE_001,normal,0.01194,-0.03228,1.03104,0.5956,1011.67,27.21,1442.75,0,NORMAL,LOW
2026-06-23 23:07:28.400,MACHINE_001,normal,0.00968,0.05654,0.95991,0.55519,1014.48,28.2,1429.04,0,NORMAL,LOW
2026-06-23 23:07:28.500,MACHINE_001,normal,0.02895,-0.01128,0.9699,0.56026,1011.81,27.84,1431.44,0,NORMAL,LOW
2026-06-23 23:07:28.600,MACHINE_001,normal,0.00046,0.0426,0.94133,0.54403,1014.29,27.91,1444.64,0,NORMAL,LOW
2026-06-23 23:07:28.700,MACHINE_001,normal,0.05087,0.05325,0.97994,0.56737,1014.91,27.27,1359.97,0,NORMAL,LOW
2026-06-23 23:07:28.800,MACHINE_001,normal,-0.00926,0.03494,1.03901,0.60024,1014.54,28.95,1432.47,0,NORMAL,LOW
2026-06-23 23:07:28.900,MACHINE_001,normal,0.09521,-0.01511,1.02063,0.59188,1013.63,28.53,1428.1,0,NORMAL,LOW
2026-06-23 23:07:29.000,MACHINE_001,normal,0.0219,0.01413,1.03914,0.60013,1012.9,28.58,1463.32,0,NORMAL,LOW
2026-06-23 23:07:29.100,MACHINE_001,normal,-0.03,-0.00085,1.02089,0.58966,1012.39,27.82,1429.86,0,NORMAL,LOW
2026-06-23 23:07:29.200,MACHINE_001,normal,-0.03748,-0.03163,0.95585,0.55259,1015.46,26.96,1444.62,0,NORMAL,LOW
2026-06-23 23:07:29.300,MACHINE_001,normal,0.01689,0.01135,0.98677,0.56983,1012.2,29.17,1488.56,0,NORMAL,LOW
2026-06-23 23:07:29.400,MACHINE_001,normal,-0.00782,-0.04127,0.96879,0.55986,1011.69,27.96,1474.86,0,NORMAL,LOW
2026-06-23 23:07:29.500,MACHINE_001,normal,0.02499,0.04157,1.05322,0.60872,1014.25,27.55,1472.56,0,NORMAL,LOW
2026-06-23 23:07:29.600,MACHINE_001,normal,0.01656,-0.01626,0.95213,0.54987,1012.06,28.25,1437.5,0,NORMAL,LOW
2026-06-23 23:07:29.700,MACHINE_001,normal,-0.00255,0.00704,1.03575,0.598,1011.82,28.7,1463.58,0,NORMAL,LOW
2026-06-23 23:07:29.800,MACHINE_001,normal,-0.02964,0.00992,1.03572,0.59824,1011.08,27.99,1444.15,0,NORMAL,LOW
2026-06-23 23:07:29.900,MACHINE_001,normal,-0.05302,-0.00906,1.07318,0.62038,1012.53,28.77,1445.1,0,NORMAL,LOW
